Inventory_ID,Date,Business_Type,Food_Category,Purchase_Quantity,Units_Sold,Remaining_Stock,Shelf_Life_Days,Storage_Temperature,Daily_Demand,Promotion,Weather,Waste_Quantity,Waste_Reason,Donation_Made,Waste_Level
INV000985,2025-02-13,Restaurant,Vegetables,88,60,28,5.0,7.0,60.0,No,Sunny,6,Low Demand,No,Medium
INV000986,2025-02-13,Supermarket,Fruits,192,169,23,2.0,7.3,169.0,No,Hot,6,Expired,No,Medium
INV000987,2025-02-13,Restaurant,Vegetables,76,76,0,5.0,1.7,79.0,No,Sunny,0,No Waste,No,Low
INV000988,2025-02-13,Supermarket,Vegetables,251,156,95,6.0,5.3,156.0,No,Cloudy,18,Overproduction,Yes,Medium
INV000989,2025-02-14,Supermarket,Prepared Food,210,149,61,1.0,18.6,149.0,No,Sunny,22,Expired,No,High
INV000990,2025-02-14,Supermarket,Vegetables,199,197,2,4.0,7.5,197.0,Yes,Sunny,0,No Waste,No,Low
INV000991,2025-02-14,Cafeteria,Vegetables,63,59,4,3.0,2.0,59.0,No,Cloudy,0,No Waste,No,Low
INV000992,2025-02-14,Supermarket,Bakery,181,105,76,3.0,24.3,105.0,No,Rainy,23,Overproduction,Yes,High
INV000993,2025-02-14,Cafeteria,Vegetables,54,54,0,6.0,4.0,72.0,No,Hot,0,No Waste,No,Low
INV000994,2025-02-14,Cafeteria,Prepared Food,64,64,0,2.0,23.0,84.0,No,,0,No Waste,No,Low
INV000995,2025-02-14,Cloud Kitchen,Bakery,102,74,28,4.0,16.4,74.0,No,Rainy,7,Overproduction,No,Medium
INV000996,2025-02-14,Restaurant,Vegetables,66,66,0,8.0,5.7,76.0,No,Cloudy,0,No Waste,No,Low
INV000997,2025-02-14,Restaurant,Meat,95,77,18,6.0,0.7,77.0,No,Sunny,3,Low Demand,No,Medium
INV000998,2025-02-14,Restaurant,Bakery,77,52,25,4.0,23.6,52.0,No,Rainy,7,Low Demand,No,High
INV000999,2025-02-14,Cafeteria,Vegetables,57,57,0,7.0,12.5,59.0,No,Cloudy,0,No Waste,No,Low
INV001000,2025-02-14,Restaurant,Bakery,82,82,0,2.0,23.3,94.0,No,Sunny,0,No Waste,No,Low
INV001001,2025-02-14,Restaurant,Meat,105,47,58,3.0,2.3,47.0,No,,17,Overproduction,No,Medium
INV001002,2025-02-14,Cafeteria,Fruits,62,59,3,4.0,3.6,59.0,No,Cloudy,1,Low Demand,No,Low
INV001003,2025-02-14,Supermarket,Vegetables,143,126,17,7.0,14.9,126.0,No,Rainy,4,Storage Issue,No,Medium
INV001004,2025-02-14,Restaurant,Vegetables,53,52,1,9.0,4.6,52.0,No,Rainy,0,No Waste,No,Low
INV001005,2025-02-14,Cafeteria,Bakery,83,32,51,3.0,17.6,32.0,No,Rainy,16,Overproduction,Yes,Low
INV001006,2025-02-14,Restaurant,Bakery,85,67,18,4.0,18.8,67.0,No,Cloudy,2,Low Demand,No,High
INV001007,2025-02-14,Restaurant,Meat,60,60,0,5.0,1.5,92.0,No,Hot,0,No Waste,No,Medium
INV001008,2025-02-14,Cafeteria,Vegetables,78,36,42,5.0,5.2,36.0,No,Rainy,12,Overproduction,Yes,High
INV001009,2025-02-14,Supermarket,Prepared Food,132,132,0,1.0,16.2,179.0,No,Hot,0,No Waste,No,Low
INV001010,2025-02-14,Restaurant,Dairy,102,67,35,6.0,2.2,67.0,No,Rainy,8,Overproduction,No,Medium
INV001011,2025-02-14,Supermarket,Fruits,167,167,0,1.0,3.3,171.0,No,Cloudy,0,No Waste,No,Low
INV001012,2025-02-14,Supermarket,Dairy,151,107,44,10.0,5.2,107.0,No,Rainy,8,Overproduction,No,Medium
INV001013,2025-02-14,Supermarket,Prepared Food,176,151,25,3.0,18.9,151.0,Yes,Rainy,5,Expired,No,Medium
INV001014,2025-02-15,Supermarket,Vegetables,202,183,19,5.0,6.6,183.0,Yes,Hot,2,Expired,No,Low
INV001015,2025-02-15,Cafeteria,Dairy,78,40,38,6.0,7.6,40.0,No,Rainy,11,Overproduction,Yes,High
INV001016,2025-02-15,Supermarket,Bakery,214,168,46,3.0,26.5,168.0,No,Hot,12,Storage Issue,Yes,Low
INV001017,2025-02-15,Cafeteria,Vegetables,74,74,0,6.0,4.0,74.0,No,Sunny,0,No Waste,No,Low
INV001018,2025-02-15,Cafeteria,Meat,65,56,9,3.0,1.1,56.0,No,Hot,2,Low Demand,No,Medium
INV001019,2025-02-15,Restaurant,Meat,88,48,40,8.0,2.1,48.0,No,Rainy,8,Overproduction,Yes,Medium
INV001020,2025-02-15,Supermarket,Vegetables,119,119,0,8.0,3.8,149.0,No,Sunny,0,No Waste,No,Low
INV001021,2025-02-15,Cloud Kitchen,Prepared Food,113,111,2,1.0,19.0,111.0,No,Sunny,1,Expired,No,Low
INV001022,2025-02-15,Cloud Kitchen,Vegetables,118,101,17,4.0,8.1,101.0,No,Sunny,4,Expired,No,Medium
INV001023,2025-02-15,Restaurant,Vegetables,90,71,19,3.0,4.9,71.0,No,Cloudy,4,Expired,No,Medium
INV001024,2025-02-15,Cafeteria,Prepared Food,42,42,0,1.0,21.4,61.0,No,Hot,0,No Waste,,Low
INV001025,2025-02-15,Supermarket,Vegetables,146,141,5,8.0,7.4,141.0,No,Cloudy,1,Low Demand,No,Low
INV001026,2025-02-15,Cafeteria,Vegetables,59,59,0,7.0,5.0,67.0,No,Cloudy,0,No Waste,No,High
INV001027,2025-02-15,Supermarket,Bakery,177,172,5,3.0,21.3,172.0,No,Sunny,1,Expired,No,Low
INV001028,2025-02-15,Supermarket,Vegetables,197,141,56,3.0,5.5,141.0,No,Cloudy,11,Expired,No,Medium
INV001029,2025-02-15,Supermarket,Fruits,208,186,22,,5.1,186.0,Yes,Cloudy,4,Low Demand,No,Low
INV001030,2025-02-15,Restaurant,Vegetables,85,81,4,7.0,8.6,81.0,No,Cloudy,1,Low Demand,No,Low
INV001031,2025-02-15,Cloud Kitchen,Vegetables,119,114,5,4.0,3.6,114.0,No,Hot,0,No Waste,No,Low
INV001032,2025-02-15,Supermarket,Meat,204,113,91,4.0,0.2,113.0,No,Rainy,18,Overproduction,No,High
INV001033,2025-02-15,Cafeteria,Prepared Food,76,42,34,2.0,17.4,42.0,No,Rainy,12,Overproduction,No,High
INV001034,2025-02-15,Supermarket,Vegetables,229,121,108,5.0,2.0,121.0,No,Sunny,22,Overproduction,Yes,High
INV001035,2025-02-15,Cafeteria,Fruits,63,51,12,7.0,9.2,51.0,No,Hot,2,Low Demand,Yes,Medium
INV001036,2025-02-15,Supermarket,Meat,131,131,0,4.0,1.0,135.0,No,,0,No Waste,No,Low
INV001037,2025-02-15,Supermarket,Vegetables,135,135,0,5.0,6.8,146.0,No,Sunny,0,No Waste,No,Low
INV001038,2025-02-16,Supermarket,Fruits,206,180,26,7.0,7.9,180.0,No,Sunny,3,Expired,No,Medium
INV001039,2025-02-16,Cloud Kitchen,Vegetables,91,91,0,7.0,3.9,94.0,No,Sunny,0,No Waste,No,Low
INV001040,2025-02-16,Cafeteria,Meat,63,48,15,3.0,-1.7,48.0,No,Cloudy,3,Low Demand,Yes,Medium
INV001041,2025-02-16,Restaurant,Prepared Food,77,64,13,1.0,19.9,64.0,No,Sunny,4,Expired,No,Medium
INV001042,2025-02-16,Restaurant,Vegetables,77,69,8,9.0,5.2,69.0,No,Cloudy,0,No Waste,No,Low
INV001043,2025-02-16,Restaurant,Fruits,92,52,40,7.0,7.0,52.0,No,Rainy,7,Overproduction,Yes,Medium
INV001044,2025-02-16,Restaurant,Fruits,104,104,0,9.0,10.6,122.0,Yes,Sunny,0,No Waste,No,Low
INV001045,2025-02-16,Cafeteria,Dairy,78,37,41,5.0,0.1,37.0,No,Rainy,10,Overproduction,No,High
INV001046,2025-02-16,Restaurant,Bakery,99,81,18,3.0,15.8,81.0,Yes,Rainy,2,Expired,No,Low
INV001047,2025-02-16,Supermarket,Fruits,212,208,4,6.0,5.8,208.0,No,Sunny,0,No Waste,No,Low
INV001048,2025-02-16,Restaurant,Dairy,85,85,0,7.0,6.1,89.0,Yes,Rainy,0,No Waste,No,Low
INV001049,2025-02-16,Restaurant,Bakery,107,84,23,4.0,9.3,84.0,No,Hot,4,Low Demand,No,Medium
INV001050,2025-02-16,Restaurant,Dairy,72,63,9,8.0,3.6,63.0,No,Cloudy,0,No Waste,No,Low
INV001051,2025-02-16,Supermarket,Bakery,154,107,47,3.0,26.5,107.0,No,Rainy,14,Overproduction,No,High
INV001052,2025-02-16,Supermarket,Prepared Food,126,126,0,2.0,18.2,156.0,No,Cloudy,0,No Waste,No,Low
INV001053,2025-02-16,Cloud Kitchen,Fruits,118,83,35,5.0,12.3,83.0,No,Sunny,8,Storage Issue,,Medium
INV001054,2025-02-16,Cafeteria,Vegetables,51,51,0,7.0,7.7,63.0,No,Sunny,0,No Waste,No,Low
INV001055,2025-02-16,Cafeteria,Vegetables,65,65,0,5.0,11.7,67.0,No,Sunny,0,No Waste,No,Low
INV001056,2025-02-16,Supermarket,Meat,183,164,19,5.0,-0.9,164.0,No,Hot,3,Expired,No,Low
INV001057,2025-02-16,Restaurant,Dairy,81,71,10,7.0,2.6,71.0,No,Cloudy,1,Low Demand,No,Low
INV001058,2025-02-16,Supermarket,Bakery,177,134,43,4.0,20.3,134.0,No,Cloudy,9,Overproduction,No,Medium
INV001059,2025-02-16,Restaurant,Vegetables,89,54,35,8.0,8.5,54.0,No,Cloudy,6,Overproduction,Yes,Medium
INV001060,2025-02-16,Cloud Kitchen,Vegetables,141,63,78,4.0,6.4,63.0,No,Cloudy,18,Overproduction,Yes,High
INV001061,2025-02-16,Restaurant,Meat,82,59,23,6.0,1.9,59.0,No,Rainy,3,Low Demand,No,Medium
INV001062,2025-02-16,Supermarket,Prepared Food,138,138,0,2.0,21.8,190.0,No,Hot,0,No Waste,No,Low
INV001063,2025-02-16,Supermarket,Fruits,221,221,0,6.0,6.0,225.0,Yes,Hot,0,No Waste,No,Low
INV001064,2025-02-16,Restaurant,Fruits,91,46,45,,6.7,46.0,No,Rainy,13,Overproduction,Yes,High
INV001065,2025-02-16,Cloud Kitchen,Fruits,97,72,25,5.0,4.4,72.0,No,Rainy,5,Low Demand,No,Medium
INV001066,2025-02-17,Restaurant,Bakery,92,49,43,2.0,30.8,49.0,No,Rainy,19,Storage Issue,Yes,High
INV001067,2025-02-17,Restaurant,Bakery,113,81,32,3.0,19.0,81.0,No,Sunny,8,Overproduction,No,Medium
INV001068,2025-02-17,Cloud Kitchen,Fruits,126,104,22,4.0,6.7,104.0,No,Hot,3,Overproduction,No,Medium
INV001069,2025-02-17,Restaurant,Dairy,85,85,0,13.0,1.6,89.0,No,Sunny,0,No Waste,No,Low
INV001070,2025-02-17,Supermarket,Prepared Food,202,156,46,,9.2,156.0,Yes,Rainy,14,Expired,No,Medium
INV001071,2025-02-17,Cloud Kitchen,Meat,136,76,60,6.0,3.9,76.0,No,Sunny,14,Overproduction,No,High
INV001072,2025-02-17,Supermarket,Fruits,185,121,64,7.0,12.9,121.0,No,Cloudy,11,Overproduction,,Medium
INV001073,2025-02-17,Restaurant,Vegetables,74,74,0,1.0,7.3,89.0,No,Hot,0,No Waste,No,Low
INV001074,2025-02-17,Cafeteria,Prepared Food,62,55,7,1.0,20.3,55.0,No,Cloudy,2,Expired,No,Medium
INV001075,2025-02-17,Cafeteria,Prepared Food,67,63,4,2.0,,,No,Sunny,1,Expired,No,Low
INV001076,2025-02-17,Restaurant,Meat,123,92,31,4.0,-0.1,92.0,No,Hot,6,Low Demand,No,Medium
INV001077,2025-02-17,Cloud Kitchen,Vegetables,105,105,0,6.0,4.6,109.0,No,Sunny,0,No Waste,No,Low
INV001078,2025-02-17,Restaurant,Bakery,104,90,14,3.0,19.8,90.0,Yes,Sunny,3,Low Demand,No,Medium
INV001079,2025-02-17,Restaurant,Prepared Food,101,56,45,1.0,15.5,56.0,No,,16,Overproduction,No,High
INV001080,2025-02-17,Cafeteria,Prepared Food,66,66,0,1.0,,85.0,Yes,Cloudy,0,No Waste,No,Low
INV001081,2025-02-17,Cafeteria,Fruits,63,57,6,6.0,6.3,57.0,No,,0,No Waste,No,Low
INV001082,2025-02-17,Cloud Kitchen,Dairy,101,68,33,9.0,3.1,68.0,No,Cloudy,5,Low Demand,No,Medium
INV001083,2025-02-17,Restaurant,Meat,88,88,0,7.0,4.5,131.0,Yes,Sunny,0,No Waste,No,Low
INV001084,2025-02-17,Supermarket,Bakery,159,159,0,3.0,33.8,162.0,No,Sunny,0,No Waste,No,Low
INV001085,2025-02-17,Restaurant,Fruits,76,76,0,4.0,,106.0,No,Sunny,0,No Waste,No,Low
INV001086,2025-02-17,Supermarket,Vegetables,156,140,16,9.0,10.4,140.0,No,Cloudy,2,Storage Issue,No,Low
INV001087,2025-02-17,Cafeteria,Prepared Food,53,53,0,2.0,24.1,68.0,No,Sunny,0,No Waste,No,Low
INV001088,2025-02-17,Restaurant,Fruits,80,48,32,2.0,-2.1,,No,Rainy,11,Overproduction,No,High
INV001089,2025-02-17,Supermarket,Vegetables,162,144,18,5.0,6.7,144.0,No,Hot,2,Expired,No,Low
INV001090,2025-02-17,Restaurant,Prepared Food,106,104,2,2.0,12.3,104.0,Yes,Cloudy,0,No Waste,No,Low
INV001091,2025-02-17,Cloud Kitchen,Dairy,122,71,51,5.0,3.2,71.0,No,Rainy,7,Overproduction,No,Medium
INV001092,2025-02-17,Cloud Kitchen,Bakery,120,120,0,2.0,32.5,128.0,No,Sunny,0,No Waste,No,Low
INV001093,2025-02-17,Restaurant,Bakery,124,112,12,2.0,,112.0,Yes,Hot,4,Storage Issue,No,Medium
INV001094,2025-02-17,Restaurant,Meat,99,99,0,3.0,2.5,105.0,Yes,Hot,0,No Waste,No,Low
INV001095,2025-02-17,Cafeteria,Fruits,75,66,9,6.0,10.8,66.0,No,Hot,1,Low Demand,No,Low
INV001096,2025-02-17,Cloud Kitchen,Bakery,149,148,1,1.0,28.7,148.0,Yes,Sunny,0,No Waste,No,Low
INV001097,2025-02-17,Restaurant,Bakery,111,89,22,5.0,25.1,89.0,No,Sunny,4,Storage Issue,Yes,Medium
INV001098,2025-02-17,Cafeteria,Dairy,57,57,0,5.0,2.0,69.0,No,Cloudy,0,No Waste,No,Low
INV001099,2025-02-17,Cafeteria,Prepared Food,79,79,0,3.0,23.5,119.0,Yes,Hot,0,No Waste,No,Low
INV001100,2025-02-17,Cafeteria,Dairy,71,63,8,11.0,5.3,63.0,No,Hot,1,Low Demand,,Low
INV001101,2025-02-17,Restaurant,Meat,110,106,4,5.0,1.8,106.0,Yes,Hot,0,No Waste,No,Low
INV001102,2025-02-17,Cafeteria,Dairy,67,67,0,9.0,5.8,101.0,No,Hot,0,No Waste,No,Low
INV001103,2025-02-17,Cloud Kitchen,Prepared Food,89,82,7,1.0,18.7,82.0,No,Rainy,2,Expired,No,Medium
INV001104,2025-02-18,Supermarket,Meat,139,98,41,2.0,-1.4,98.0,No,Rainy,12,Expired,No,Medium
INV001105,2025-02-18,Restaurant,Fruits,83,83,0,8.0,8.9,101.0,No,Hot,0,No Waste,No,Low
INV001106,2025-02-18,Restaurant,Bakery,124,110,14,6.0,24.7,110.0,Yes,Cloudy,2,Low Demand,No,Low
INV001107,2025-02-18,Cloud Kitchen,Dairy,89,89,0,8.0,2.1,94.0,No,Rainy,0,No Waste,No,Low
INV001108,2025-02-18,Cafeteria,Dairy,80,61,19,4.0,3.7,61.0,No,Sunny,2,Low Demand,Yes,Medium
INV001109,2025-02-18,Supermarket,Dairy,210,210,0,7.0,2.2,263.0,Yes,Sunny,0,No Waste,No,Low
INV001110,2025-02-18,Cafeteria,Dairy,45,45,0,2.0,7.3,78.0,Yes,Sunny,0,No Waste,No,Low
INV001111,2025-02-18,Supermarket,Bakery,106,106,0,4.0,19.0,151.0,No,Sunny,0,No Waste,No,Low
INV001112,2025-02-18,Restaurant,Prepared Food,84,83,1,3.0,22.2,83.0,No,Rainy,0,No Waste,No,Low
INV001113,2025-02-18,Restaurant,Prepared Food,97,97,0,1.0,18.8,125.0,Yes,Sunny,0,No Waste,No,Low
INV001114,2025-02-18,Supermarket,Fruits,126,126,0,3.0,8.4,138.0,No,,0,No Waste,No,Low
INV001115,2025-02-18,Restaurant,Prepared Food,75,71,4,1.0,14.7,71.0,No,Cloudy,1,Expired,No,Low
INV001116,2025-02-18,Supermarket,Bakery,150,150,0,1.0,18.6,162.0,No,Cloudy,0,No Waste,No,Low
INV001117,2025-02-18,Cafeteria,Bakery,57,57,0,2.0,18.0,62.0,No,Sunny,0,No Waste,No,Low
INV001118,2025-02-18,Cafeteria,Vegetables,78,78,0,5.0,5.4,78.0,Yes,Cloudy,0,No Waste,No,Low
INV001119,2025-02-18,Cafeteria,Dairy,43,42,1,11.0,3.3,42.0,No,Rainy,0,No Waste,No,Low
INV001120,2025-02-18,Cafeteria,Fruits,71,54,17,7.0,5.2,54.0,No,Cloudy,2,Low Demand,No,Medium
INV001121,2025-02-18,Restaurant,Vegetables,54,54,0,4.0,8.9,101.0,No,Sunny,0,No Waste,No,Low
INV001122,2025-02-19,Supermarket,Vegetables,231,126,105,6.0,3.6,126.0,No,Rainy,11,Overproduction,No,High
INV001123,2025-02-19,Supermarket,Prepared Food,171,129,42,2.0,12.2,129.0,No,Cloudy,12,Expired,No,Medium
INV001124,2025-02-19,Cafeteria,Vegetables,67,48,19,5.0,8.7,48.0,No,Rainy,3,Low Demand,Yes,Medium
INV001125,2025-02-19,Cloud Kitchen,Prepared Food,107,107,0,1.0,20.9,108.0,No,Cloudy,0,No Waste,,Low
INV001126,2025-02-19,Supermarket,Vegetables,248,237,11,4.0,3.4,237.0,Yes,Hot,2,Expired,No,Low
INV001127,2025-02-19,Supermarket,Fruits,190,148,42,5.0,4.9,148.0,No,Cloudy,9,Overproduction,No,Medium
INV001128,2025-02-19,Supermarket,Fruits,129,129,0,7.0,,149.0,Yes,Rainy,0,No Waste,No,Low
INV001129,2025-02-19,Restaurant,Prepared Food,86,71,15,2.0,21.3,71.0,No,Rainy,3,Low Demand,Yes,Medium
INV001130,2025-02-19,Cloud Kitchen,Fruits,110,106,4,5.0,9.3,106.0,No,Hot,1,Low Demand,No,Low
INV001131,2025-02-19,Supermarket,Prepared Food,187,176,11,3.0,28.4,176.0,Yes,Sunny,3,Storage Issue,No,Low
INV001132,2025-02-19,Restaurant,Bakery,72,58,14,4.0,22.1,58.0,No,Rainy,2,Low Demand,No,Medium
INV001133,2025-02-19,Cafeteria,Fruits,57,57,0,6.0,11.1,66.0,No,Hot,0,No Waste,No,Low
INV001134,2025-02-19,Cafeteria,Dairy,53,53,0,12.0,1.0,66.0,No,Sunny,0,No Waste,No,Low
INV001135,2025-02-19,Restaurant,Meat,72,62,10,6.0,5.5,62.0,No,Cloudy,1,Low Demand,No,Low
INV001136,2025-02-19,Cafeteria,Meat,87,87,0,1.0,1.9,89.0,Yes,,0,No Waste,No,Low
INV001137,2025-02-19,Restaurant,Meat,93,93,0,6.0,3.3,118.0,No,Sunny,0,No Waste,No,Low
INV001138,2025-02-19,Supermarket,Bakery,175,101,74,3.0,15.1,101.0,No,Cloudy,22,Overproduction,No,High
INV001139,2025-02-19,Supermarket,Vegetables,143,143,0,7.0,4.1,150.0,No,Cloudy,0,No Waste,No,Low
INV001140,2025-02-19,Restaurant,Fruits,76,76,0,1.0,10.4,79.0,No,Hot,0,No Waste,No,Low
INV001141,2025-02-19,Cloud Kitchen,Bakery,122,58,64,3.0,13.9,58.0,No,Rainy,17,Overproduction,Yes,High
INV001142,2025-02-20,Restaurant,Meat,90,79,11,3.0,2.1,79.0,No,Sunny,1,Low Demand,No,Low
INV001143,2025-02-20,Supermarket,Dairy,149,149,0,1.0,5.1,164.0,No,Sunny,0,No Waste,No,Low
INV001144,2025-02-20,Cloud Kitchen,Prepared Food,92,84,8,2.0,26.8,84.0,No,Rainy,3,Storage Issue,No,Medium
INV001145,2025-02-20,Cloud Kitchen,Meat,135,87,48,5.0,1.4,87.0,Yes,Rainy,8,Overproduction,No,Medium
INV001146,2025-02-20,Cafeteria,Prepared Food,45,39,6,1.0,21.9,39.0,No,Rainy,2,Expired,No,Medium
INV001147,2025-02-20,Restaurant,Bakery,77,56,21,3.0,15.4,56.0,No,Cloudy,6,Low Demand,No,Medium
INV001148,2025-02-20,Restaurant,Prepared Food,112,94,18,1.0,21.1,94.0,Yes,Cloudy,5,Expired,No,Medium
INV001149,2025-02-20,Cafeteria,Fruits,69,69,0,3.0,6.2,96.0,Yes,Hot,0,No Waste,No,Low
INV001150,2025-02-20,Supermarket,Meat,169,169,0,3.0,0.9,173.0,No,Sunny,0,No Waste,No,Low
INV001151,2025-02-20,Restaurant,Vegetables,110,88,22,4.0,6.6,88.0,No,Sunny,4,Low Demand,No,Medium
INV001152,2025-02-20,Cloud Kitchen,Fruits,101,101,0,9.0,5.1,113.0,No,Cloudy,0,No Waste,No,Low
INV001153,2025-02-20,Supermarket,Dairy,145,110,35,10.0,3.8,110.0,No,Rainy,3,Low Demand,Yes,Medium
INV001154,2025-02-20,Supermarket,Vegetables,151,91,60,3.0,6.4,91.0,No,Rainy,17,Overproduction,Yes,High
INV001155,2025-02-20,Restaurant,Fruits,96,88,8,7.0,7.5,88.0,No,Hot,1,Low Demand,No,Low
INV001156,2025-02-20,Supermarket,Prepared Food,121,99,22,1.0,20.9,99.0,No,Rainy,8,Expired,No,Medium
INV001157,2025-02-20,Supermarket,Prepared Food,238,166,72,1.0,19.0,166.0,No,Sunny,28,Expired,No,High
INV001158,2025-02-20,Restaurant,Fruits,109,99,10,,7.2,99.0,Yes,Cloudy,1,Low Demand,No,Low
INV001159,2025-02-20,Restaurant,Bakery,118,118,0,2.0,25.9,125.0,Yes,Sunny,0,No Waste,No,Low
INV001160,2025-02-20,Cloud Kitchen,Meat,122,122,0,3.0,0.3,124.0,No,Sunny,0,No Waste,No,Low
INV001161,2025-02-20,Restaurant,Prepared Food,69,69,0,1.0,16.0,92.0,No,Sunny,0,No Waste,No,Low
INV001162,2025-02-20,Cloud Kitchen,Fruits,122,122,0,7.0,6.6,133.0,Yes,Sunny,0,No Waste,No,Low
INV001163,2025-02-21,Supermarket,Prepared Food,189,169,20,1.0,14.2,169.0,No,Hot,7,Expired,No,Medium
INV001164,2025-02-21,Cafeteria,Meat,58,42,16,4.0,0.4,42.0,No,Rainy,3,Low Demand,No,Medium
INV001165,2025-02-21,Supermarket,Bakery,223,165,58,4.0,16.5,165.0,Yes,Sunny,11,Overproduction,Yes,Medium
INV001166,2025-02-21,Cloud Kitchen,Vegetables,139,132,7,8.0,2.3,132.0,No,Sunny,1,Expired,No,Low
INV001167,2025-02-21,Cafeteria,Bakery,71,52,19,5.0,16.3,52.0,No,Cloudy,3,Low Demand,No,Medium
INV001168,2025-02-21,Cloud Kitchen,Vegetables,65,65,0,,2.0,103.0,No,Hot,0,No Waste,No,Low
INV001169,2025-02-21,Supermarket,Dairy,203,145,58,4.0,-1.3,145.0,No,Sunny,13,Overproduction,Yes,Medium
INV001170,2025-02-21,Restaurant,Dairy,110,110,0,7.0,1.8,116.0,Yes,Sunny,0,No Waste,No,Low
INV001171,2025-02-21,Restaurant,Fruits,84,45,39,5.0,5.8,45.0,No,Rainy,6,Overproduction,No,Medium
INV001172,2025-02-21,Restaurant,Meat,77,77,0,,-0.0,97.0,Yes,Rainy,0,No Waste,No,Low
INV001173,2025-02-21,Restaurant,Dairy,72,72,0,5.0,14.0,77.0,No,Cloudy,0,No Waste,No,Low
INV001174,2025-02-21,Cloud Kitchen,Bakery,126,126,0,5.0,21.3,144.0,Yes,Sunny,0,No Waste,,Low
INV001175,2025-02-21,Cafeteria,Prepared Food,51,44,7,2.0,20.5,44.0,No,Rainy,2,Low Demand,No,Medium
INV001176,2025-02-21,Cloud Kitchen,Prepared Food,78,78,0,1.0,13.1,81.0,No,Rainy,0,No Waste,No,Low
INV001177,2025-02-21,Supermarket,Bakery,193,182,11,4.0,27.4,182.0,No,Cloudy,2,Storage Issue,,Low
INV001178,2025-02-21,Supermarket,Dairy,169,169,0,9.0,7.9,244.0,Yes,Hot,0,No Waste,No,Low
INV001179,2025-02-21,Cafeteria,Vegetables,67,45,22,6.0,1.5,45.0,No,Rainy,5,Overproduction,No,Medium
INV001180,2025-02-21,Cloud Kitchen,Prepared Food,116,113,3,2.0,16.8,113.0,No,Sunny,0,No Waste,No,High
INV001181,2025-02-21,Cafeteria,Meat,50,50,0,5.0,1.4,57.0,No,Cloudy,0,No Waste,No,Low
INV001182,2025-02-21,Restaurant,Meat,99,95,4,4.0,-0.0,,Yes,Rainy,1,Expired,No,Low
INV001183,2025-02-21,Cafeteria,Dairy,76,76,0,5.0,6.1,97.0,No,Sunny,0,No Waste,No,Low
INV001184,2025-02-21,Cafeteria,Meat,75,75,0,4.0,0.1,85.0,Yes,Cloudy,0,No Waste,No,Low
INV001185,2025-02-21,Cafeteria,Bakery,66,57,9,4.0,26.8,57.0,No,Cloudy,2,Low Demand,No,Medium
INV001186,2025-02-22,Cafeteria,Vegetables,63,63,0,5.0,7.8,63.0,No,Sunny,0,No Waste,No,Low
INV001187,2025-02-22,Restaurant,Prepared Food,75,61,14,,15.3,61.0,No,Rainy,4,Expired,No,Medium
INV001188,2025-02-22,Supermarket,Vegetables,229,214,15,4.0,7.2,214.0,Yes,Cloudy,2,Expired,No,Low
INV001189,2025-02-22,Cloud Kitchen,Prepared Food,118,83,35,1.0,28.7,83.0,No,Hot,16,Storage Issue,Yes,High
INV001190,2025-02-22,Supermarket,Meat,187,124,63,4.0,1.1,124.0,No,Rainy,16,Overproduction,Yes,Medium
INV001191,2025-02-22,Restaurant,Fruits,77,77,0,7.0,8.0,101.0,No,Hot,0,No Waste,No,Low
INV001192,2025-02-22,Supermarket,Prepared Food,148,137,11,1.0,21.3,137.0,No,Cloudy,4,Expired,No,Medium
INV001193,2025-02-22,Cafeteria,Meat,72,72,0,1.0,2.5,97.0,Yes,Sunny,0,No Waste,No,Low
INV001194,2025-02-22,Supermarket,Fruits,177,140,37,9.0,6.6,140.0,No,Cloudy,4,Overproduction,No,Medium
INV001195,2025-02-22,Supermarket,Dairy,144,128,16,8.0,2.9,128.0,No,Rainy,1,Low Demand,Yes,Low
INV001196,2025-02-22,Restaurant,Prepared Food,95,95,0,2.0,21.3,114.0,Yes,Hot,0,No Waste,No,Low
INV001197,2025-02-22,Supermarket,Prepared Food,146,146,0,2.0,15.5,174.0,No,Sunny,0,No Waste,No,Low
INV001198,2025-02-22,Cloud Kitchen,Meat,105,105,0,3.0,0.6,118.0,No,Cloudy,0,No Waste,No,Low
INV001199,2025-02-22,Supermarket,Meat,174,174,0,,2.0,208.0,Yes,Sunny,0,No Waste,No,Low
INV001200,2025-02-22,Restaurant,Bakery,133,79,54,1.0,19.8,79.0,No,Sunny,19,Expired,No,High
INV001201,2025-02-22,Supermarket,Vegetables,173,173,0,5.0,5.1,225.0,Yes,Hot,0,No Waste,No,Low
INV001202,2025-02-22,Cloud Kitchen,Meat,137,96,41,9.0,1.8,96.0,No,Cloudy,4,Overproduction,,Medium
INV001203,2025-02-22,Cafeteria,Vegetables,53,53,0,6.0,7.9,66.0,No,Cloudy,0,No Waste,No,Low
INV001204,2025-02-22,Cafeteria,Prepared Food,63,63,0,2.0,23.8,82.0,No,Sunny,0,No Waste,No,Low
INV001205,2025-02-23,Cloud Kitchen,Vegetables,106,106,0,4.0,12.0,127.0,No,Sunny,0,No Waste,No,Low
INV001206,2025-02-23,Restaurant,Dairy,119,71,48,9.0,5.9,71.0,No,Cloudy,9,Overproduction,Yes,Medium
INV001207,2025-02-23,Cafeteria,Meat,91,64,27,3.0,0.1,64.0,No,Hot,6,Overproduction,Yes,Medium
